Vrus taxid	Virus name	Virus refseq 	pmid	Evidence	Based on
1239384	Escherichia phage IME11	NC_019423		RefSeq	database
1258572	Escherichia phage EC1-UPM	KC206276		RefSeq	database
1273706	Enterobacteria phage phiJLA23	KC333879		RefSeq	database
1340750	Escherichia phage JH2	NC_029023		RefSeq	database
1340813	Enterobacteria phage FL68 Tallahassee/FL/2012	KF044309		RefSeq	database
1340814	Enterobacteria phage FL76 Tallahassee/FL/2012	KF044310		RefSeq	database
1391223	Escherichia phage vB_EcoP_PhAPEC7	NC_024790		RefSeq	database
1391224	Escherichia phage vB_EcoM_PhAPEC2	NC_024794		RefSeq	database
1395983	Escherichia phage vB_EcoP_PhAPEC5	NC_024786	24269008	Literature	database
1414766	Enterobacteria phage IME_EC2	KF591601		RefSeq	database
1416027	Escherichia phage bV_EcoS_AHP24	KF771236		RefSeq	database
1416028	Escherichia phage vB_EcoS_AHP42	NC_024793		RefSeq	database
1416030	Escherichia phage vB_EcoS_AHS24	NC_024784		RefSeq	database
1416031	Escherichia phage vB_EcoS_AKS96	NC_024789		RefSeq	database
1436889	Escherichia phage KBNP1711	NC_023593		RefSeq	database
1458848	Escherichia phage Bp4	NC_024142		RefSeq	database
1468411	Enterobacteria phage 9g	NC_024146		RefSeq	database
1495285	Escherichia phage vB_EcoM_112	NC_024125		RefSeq	database
1498170	Escherichia phage PE3-1	NC_024379		RefSeq	database
1498172	Escherichia phage ECBP5	NC_027330		RefSeq	database
1508658	Enterobacteria phage MED1	KJ997912		RefSeq	database
1519788	Phage vB_EcoP_SU10	NC_027395		RefSeq	database
1527506	Escherichia phage CICC 80001	NC_027387		RefSeq	database
1527514	Enterobacteria phage EK99P-1	NC_024783		RefSeq	database
1540097	Escherichia phage Pollock	NC_027381		RefSeq	database
1540098	Escherichia phage Seurat	NC_027378		RefSeq	database
1541883	Escherichia phage vB_EcoM-ep3	NC_025430		RefSeq	database
155148	Salmonella phage HK620	NC_002730		"RefSeq, UniProt"	database
1555202	Escherichia phage 121Q	NC_025447		RefSeq	database
1567004	Escherichia phage YD-2008.s	NC_027383		RefSeq	database
1567006	Enterobacteria phage DT57C	NC_027356		RefSeq	database
1567007	Enterobacteria phage DT571/2	KM979355		RefSeq	database
1567026	Enterobacteria phage vB_EcoM_VR5	NC_028881		RefSeq	database
1567027	Escherichia phage vB_EcoM_VR20	NC_028894		RefSeq	database
1567028	Escherichia phage vB_EcoM_VR25	NC_028925		RefSeq	database
1567029	Escherichia phage vB_EcoM_VR26	NC_028957		RefSeq	database
1567486	Enterobacteria phage P88	NC_026014		RefSeq	database
1572753	Escherichia phage P483	NC_028822		RefSeq	database
1572754	Escherichia phage P694	NC_028863		RefSeq	database
1598146	Escherichia phage 172-1	NC_028903		RefSeq	database
1604355	Escherichia phage ECBP2	NC_018859		RefSeq	database
1604356	Escherichia phage ECBP1	NC_018854		RefSeq	database
1649239	Escherichia phage pro147	NC_028896		RefSeq	database
1649240	Escherichia phage pro483	NC_028943		RefSeq	database
1655305	Escherichia phage APCEc01	NC_029091		RefSeq	database
1720493	Escherichia phage slur01	NC_028831		RefSeq	database
1720494	Escherichia phage slur02	NC_028927		RefSeq	database
1720495	Escherichia phage slur16	NC_028248		RefSeq	database
1720498	Escherichia phage slur05	NC_028901		RefSeq	database
1720504	Escherichia phage slur14	NC_028448		RefSeq	database
1755695	Escherichia phage vB_EcoP_GA2A	NC_031943		RefSeq	database
1788294	Escherichia phage LM33_P1	NC_031937		RefSeq	database
1815590	Escherichia phage vB_EcoM-UFV13	NC_031103		RefSeq	database
1837842	Escherichia phage 64795_ec1	NC_031114		RefSeq	database
1837930	Escherichia phage MX01	NC_031934		RefSeq	database
1837931	Escherichia phage WG01	NC_031928		RefSeq	database
1852563	Enterobacteria phage vB_EcoS_NBD2	NC_031050		RefSeq	database
187764	Escherichia virus K1-5	NC_008152		RefSeq	database
1883200	Escherichia phage Envy	NC_031081		RefSeq	database
1883202	Escherichia phage Gluttony	NC_031113		RefSeq	database
1921008	Escherichia virus T1	NC_005833		RefSeq	database
196242	Enterobacteria phage BP-4795	NC_004813		RefSeq	database
254397	Enterobacteria phage 2851	FM180578		RefSeq	database
29252	Escherichia virus 186	NC_001317		UniProt	database
293178	Enterobacteria phage JS98	NC_010105		RefSeq	database
31533	Enterobacteria phage RB3	NC_025419		UniProt	database
329381	Enterobacteria phage RB16	NC_014467	21029436	Literature	database
329852	Escherichia virus MS2	NC_001417		"RefSeq, UniProt"	database
329853	Escherichia virus BZ13	NC_001426		"RefSeq, UniProt"	database
329855	Enterobacteria phage FI sensu lato	NC_004301		"RefSeq, UniProt"	database
344021	Enterobacteria phage K1F	NC_007456		"RefSeq, UniProt"	database
344022	Escherichia virus K1E	NC_007637		"RefSeq, UniProt"	database
355246	Escherichia virus Rtp	NC_007603		RefSeq	database
374840	Enterobacteria phage phiX174 sensu lato	NC_001422		RefSeq	database
374844	Enterobacteria phage G4 sensu lato	NC_001420		RefSeq	database
37554	Escherichia virus HK97	NC_002167		"RefSeq, UniProt"	database
379329	Stx2-converting phage 86	NC_008464		RefSeq	database
39803	Escherichia virus Qbeta	NC_001890		"RefSeq, UniProt"	database
40631	Escherichia virus N15	NC_001901		UniProt	database
414970	Enterobacteria phage cdtI	NC_009514		RefSeq	database
432198	Enterobacteria phage HK106	NC_019768		RefSeq	database
432200	Enterobacteria phage HK542	NC_019769		RefSeq	database
432201	Enterobacteria phage HK544	NC_019767		RefSeq	database
451705	Enterobacteria phage phiEcoM-GJ1	NC_010106		RefSeq	database
45406	Enterobacteria phage RB32	NC_008515		UniProt	database
489828	Enterobacteria phage WA13 sensu lato	NC_007821		RefSeq	database
489829	Enterobacteria phage ID18 sensu lato	NC_007856		RefSeq	database
490103	Escherichia virus phiEco32	NC_010324		RefSeq	database
491003	Escherichia phage Eps7	NC_010583		RefSeq	database
50948	Enterobacteria phage RB49	NC_005066		RefSeq	database
511969	Enterobacteria phage ID2 Moscow/ID/2001	NC_007817		RefSeq	database
532074	Enterobacteria phage BA14	NC_011040		RefSeq	database
532075	Enterobacteria phage EcoDS1	NC_011042		RefSeq	database
532076	Enterobacteria phage 13a	NC_011045		RefSeq	database
624134	Escherichia virus SSL2009a	NC_012223		RefSeq	database
665033	Escherichia phage D108	NC_013594		"RefSeq, UniProt"	database
669008	Enterobacteria phage 285P	NC_015249		RefSeq	database
669875	Escherichia phage vB_EcoM_ECO1230-10	NC_027995	20875932	Literature	database
69608	Enterobacteria phage RB10	KM606999		UniProt	database
69609	Enterobacteria phage RB27	NC_025448		UniProt	database
69610	Enterobacteria phage RB6	KM606996		UniProt	database
69612	Enterobacteria phage RB9	KM606998		UniProt	database
697227	Enterobacteria phage IME08	NC_014260		RefSeq	database
698486	Escherichia phage K1-dep(4)	NC_027993	20006993	Literature	database
698487	Escherichia phage K1-dep(1)	NC_027994	20006993	Literature	database
698488	Escherichia phage K1ind1	GU196279		RefSeq	database
698489	Escherichia phage K1-ind(2)	GU196280		RefSeq	database
698490	Escherichia phage K1-ind(3)	GU196281		RefSeq	database
700939	Escherichia phage vB_EcoM_VR7	NC_014792		RefSeq	database
709484	Enterobacter phage CC31	NC_014662	21029436	Literature	database
75723	Enterobacteria phage MX1	AF059242		UniProt	database
857277	Enterobacteria phage T4T	HM137666		RefSeq	database
906669	Escherichia phage HK639	NC_016158		RefSeq	database
948870	Enterobacteria phage phi92	NC_023693		RefSeq	database
977927	Salmonella phage Spc35	NC_015269		RefSeq	database
908819	Flavobacterium phage FCL-2	NC_027125		RefSeq	database
1325731	Flavobacterium phage 6H	NC_021867		RefSeq	database
1792272	Flavobacterium phage 1H	NC_031911		RefSeq	database
1792273	Flavobacterium phage 2A	NC_031926		RefSeq	database
1792274	Flavobacterium phage Fpv1	NC_031914		RefSeq	database
1814280	Flavobacterium phage Fpv10	NC_031932		RefSeq	database
1814281	Flavobacterium phage Fpv11	NC_031945		RefSeq	database
1814282	Flavobacterium phage Fpv2	NC_031931		RefSeq	database
1814283	Flavobacterium phage Fpv20	NC_031912		RefSeq	database
1814284	Flavobacterium phage Fpv3	NC_031904		RefSeq	database
1814285	Flavobacterium phage Fpv5	NC_031921		RefSeq	database
1814286	Flavobacterium phage Fpv6	NC_031938		RefSeq	database
1814287	Flavobacterium phage Fpv7	NC_031905		RefSeq	database
1814288	Flavobacterium phage Fpv8	NC_031919		RefSeq	database
1640977	Fusobacterium phage Funu1	KR131710		RefSeq	database
1100814	Gordonia phage GTE7	NC_016166	21926218	Literature	database
1100814	Gordonia phage GTE7	NC_016166	21926218	Literature	database
1647284	Gordonia phage GMA3	NC_028668		RefSeq	database
1647285	Gordonia phage GMA6	NC_030906		RefSeq	database
1647286	Gordonia phage GMA7	NC_028673		RefSeq	database
1647470	Gordonia phage GMA1	NC_030902		RefSeq	database
1647471	Gordonia phage GMA4	NC_030939		RefSeq	database
1647472	Gordonia phage GMA5	NC_030907		RefSeq	database
1838072	Gordonia phage McGonagall	NC_030912		RefSeq	database
1622193	Gordonia phage Gsput1	NC_030932		RefSeq	database
1100814	Gordonia phage GTE7	NC_016166	21926218	Literature	database
1647474	Gordonia phage GTE6	NC_028665		RefSeq	database
1647475	Gordonia phage GTE8	NC_028653		RefSeq	database
1821549	Gordonia phage BaxterFox	NC_031226		RefSeq	database
1821551	Gordonia phage BetterKatz	NC_031247		RefSeq	database
1821552	Gordonia phage Emalyn	NC_031234		RefSeq	database
1821553	Gordonia phage Guacamole	NC_031265		RefSeq	database
1821554	Gordonia phage Hotorobo	NC_031229		RefSeq	database
1821556	Gordonia phage Kita	NC_031233		RefSeq	database
1821557	Gordonia phage Lucky10	NC_031267		RefSeq	database
1821558	Gordonia phage Nymphadora	NC_031061		RefSeq	database
1821559	Gordonia phage Obliviate	NC_031237		RefSeq	database
1821560	Gordonia phage Phinally	NC_031112		RefSeq	database
1821561	Gordonia phage Schwabeltier	NC_031255		RefSeq	database
1821562	Gordonia phage SoilAssassin	NC_031251		RefSeq	database
1821563	Gordonia phage UmaThurman	NC_031249		RefSeq	database
1821564	Gordonia phage Vivi2	NC_031239		RefSeq	database
1821565	Gordonia phage Yeezy	NC_031269		RefSeq	database
1821566	Gordonia phage Yvonnetastic	NC_031230		RefSeq	database
1838061	Gordonia phage Bachita	NC_030936		RefSeq	database
1838062	Gordonia phage Blueberry	NC_030943		RefSeq	database
1838063	Gordonia phage Bowser	NC_030930		RefSeq	database
1838064	Gordonia phage BritBrat	NC_030942		RefSeq	database
1838065	Gordonia phage ClubL	NC_030901		RefSeq	database
1838066	Gordonia phage Cozz	NC_030941		RefSeq	database
1838067	Gordonia phage Demosthenes	NC_030944		RefSeq	database
1838070	Gordonia phage KatherineG	NC_030695		RefSeq	database
1838071	Gordonia phage Kvothe	NC_030914		RefSeq	database
1838073	Gordonia phage Monty	NC_030924		RefSeq	database
1838074	Gordonia phage OneUp	NC_030917		RefSeq	database
1838075	Gordonia phage Orchid	NC_030915		RefSeq	database
1838077	Gordonia phage Rosalind	NC_030694		RefSeq	database
1838078	Gordonia phage Smoothie	NC_030696		RefSeq	database
1838079	Gordonia phage Soups	NC_030698		RefSeq	database
1838080	Gordonia phage Splinter	NC_030927		RefSeq	database
1838081	Gordonia phage Utz	NC_030921	28057748	Literature	database
1838082	Gordonia phage Vendetta	NC_030911		RefSeq	database
1838083	Gordonia phage Wizard	NC_030913		RefSeq	database
1838084	Gordonia phage Woes	NC_030905		RefSeq	database
1887641	Gordonia phage Bantam	NC_031074		RefSeq	database
1887643	Gordonia phage CaptainKirk2	NC_031072		RefSeq	database
1887644	Gordonia phage CarolAnn	NC_031118		RefSeq	database
1887645	Gordonia phage Cucurbita	NC_031029		RefSeq	database
1887646	Gordonia phage Eyre	NC_031122		RefSeq	database
1887647	Gordonia phage Ghobes	NC_031028		RefSeq	database
1887648	Gordonia phage Hedwig	NC_031099		RefSeq	database
1887649	Gordonia phage JSwag	NC_031060		RefSeq	database
1887650	Gordonia phage Jumbo	NC_031109		RefSeq	database
1887651	Gordonia phage Nyceirae	NC_031004		RefSeq	database
1887652	Gordonia phage Remus	NC_031031		RefSeq	database
1887654	Gordonia phage Terapin	NC_031001		RefSeq	database
1887655	Gordonia phage Twister6	NC_031052		RefSeq	database
1887656	Gordonia phage Zirinka	NC_031097		RefSeq	database
319522	Gordonia phage GTE5	NC_016434	22038604	Literature	database
981323	Gordonia phage GTE2	NC_015720	21498753	Literature	database
10690	Haemophilus phage HP1	NC_001697		RefSeq	database
157239	Haemophilus phage HP2	NC_003315		RefSeq	database
483266	Haemophilus phage SuMu	NC_019455		RefSeq	database
1154689	Haloarcula hispanica icosahedral virus 2	NC_016989		RefSeq	database
1273750	Halovirus HHTV-1	NC_021322		RefSeq	database
1273751	Halovirus HHTV-2	NC_021340		RefSeq	database
128708	His 1 virus	NC_007914		"RefSeq, UniProt"	database
128710	His2 virus	NC_007918		"RefSeq, UniProt"	database
326574	Haloarcula hispanica virus SH1	NC_007217		RefSeq	database
710112	Haloarcula hispanica pleomorphic virus 1	NC_013758		RefSeq	database
1262528	Halovirus HVTV-1	NC_020158		RefSeq	database
33771	Halorubrum phage HF2	NC_003345		RefSeq	database
1154995	Helicobacter phage 1961P	NC_019512		RefSeq	database
1204178	Helicobacter phage KHP40	NC_019931		RefSeq	database
1208236	Helicobacter phage KHP30	NC_019928		RefSeq	database
1654928	Klebsiella phage PKO111	NC_031095		RefSeq	database
255431	Klebsiella phage phiKO2	NC_005857		RefSeq	database
1129147	Klebsiella phage KP27	NC_020080		RefSeq	database
1129191	Klebsiella phage KP36	NC_029099		RefSeq	database
1194091	Klebsiella phage NTUH-K2044-K1-1	NC_025418	"25001459, 25853484"	Literature	database
1206545	Klebsiella phage 0507-KN2-1	NC_022343	23936379	Literature	database
1236000	Klebsiella phage JD001	NC_020204		RefSeq	database
1439894	Klebsiella phage K64-1	NC_027399		RefSeq	database
1481110	Klebsiella phage Kpn112	KJ021043		RefSeq	database
1610829	Klebsiella phage 1513	NC_028786		RefSeq	database
1610834	Klebsiella phage vB_KpnP_SU503	NC_028816		RefSeq	database
1610835	Klebsiella phage vB_KpnP_SU552A	NC_028870		RefSeq	database
1647374	Klebsiella phage K5	NC_028800		RefSeq	database
1671396	Klebsiella phage vB_KpnP_KpV289	NC_028977		RefSeq	database
1675607	Klebsiella phage Matisse	NC_028750		RefSeq	database
1675609	Klebsiella phage Sushi	NC_028774		RefSeq	database
1701804	Klebsiella phage vB_Kp1	NC_028688		RefSeq	database
1701805	Klebsiella phage vB_Kp2	NC_028664		RefSeq	database
1719140	Klebsiella phage vB_KpnM_KB57	NC_028659		RefSeq	database
1747282	Klebsiella phage vB_KpnP_KpV41	NC_028670		RefSeq	database
1796998	Klebsiella phage vB_KpnP_KpV71	NC_031246		RefSeq	database
1852625	Klebsiella phage vB_KpnM_KpV477	NC_031087		RefSeq	database
1852657	Klebsiella phage vB_KpnP_KpV475	NC_031025		RefSeq	database
1873985	Salmonella phage IME207	NC_031924		RefSeq	database
674081	Klebsiella phage KP34	NC_013649	"21327407, 25853484"	"Literature, RefSeq"	database
674082	Klebsiella phage KP32	NC_013647		RefSeq	database
707757	Klebsiella phage KP15	NC_014036		RefSeq	database
47049	Kluyvera phage Kvp1	NC_011534		RefSeq	database
755164	Lactobacillus phage LBR48	NC_027990	20976608	Literature	database
12348	Lactobacillus phage LL-H	NC_009554		UniProt	database
1399942	Lactobacillus phage phiLdb	NC_022762		RefSeq	database
1500733	Lactobacillus phage Ld17	NC_025420		RefSeq	database
1500734	Lactobacillus phage Ld25A	NC_025415		RefSeq	database
1500735	Lactobacillus phage Ld3	NC_025421		RefSeq	database
1567453	Lactobacillus phage LfeSau	NC_029068		RefSeq	database
1567484	Lactobacillus phage LfeInf	NC_029058		RefSeq	database
438780	Lactobacillus phage phiPYB5	NC_027982	21111501	Literature	database
12417	Lactobacillus phage phiadh	NC_000896		RefSeq	database
363555	Lactobacillus phage KC5a	NC_007924		RefSeq	database
1206110	Lactobacillus phage phiAQ113	NC_019782	23728811	Literature	database
578234	Lactobacillus phage Lv-1	NC_011801		RefSeq	database
1414736	Lactobacillus phage J-1	NC_022756		RefSeq	database
1739607	Lactobacillus phage CL1	NC_028888		RefSeq	database
1739608	Lactobacillus phage CL2	NC_028835		RefSeq	database
1739609	Lactobacillus phage iA2	NC_028830		RefSeq	database
1739610	Lactobacillus phage iLp84	NC_028783		RefSeq	database
1739611	Lactobacillus phage iLp1308	NC_028911		RefSeq	database
39103	Lactobacillus phage PL-1	NC_022757		RefSeq	database
1225794	Lactobacillus phage ATCC8014	NC_019916		RefSeq	database
1225795	Lactobacillus phage ATCC 8014-B2	JX486088		RefSeq	database
235201	Lactobacillus phage phijl1	NC_006936		RefSeq	database
298338	Lactobacillus phage LP65	NC_006565		RefSeq	database
146269	Lactobacillus phage Lc-Nu	NC_007501		RefSeq	database
496874	Lactobacillus phage Lrm1	NC_011104		RefSeq	database
1486423	Lactoccocus phage WP-2	NC_024149		RefSeq	database
1698369	Lactococcus phage GE1	NC_029118		RefSeq	database
114416	Lactococcus phage ul36	NC_004066		RefSeq	database
1165134	Lactococcus Phage ASCC191	NC_017688		RefSeq	database
1165135	Lactococcus Phage ASCC273	JQ740788		RefSeq	database
1165136	Lactococcus Phage ASCC281	JQ740789		RefSeq	database
1165137	Lactococcus Phage ASCC284	JQ740790		RefSeq	database
1165138	Lactococcus Phage ASCC287	JQ740791		RefSeq	database
1165139	Lactococcus Phage ASCC310	JQ740792		RefSeq	database
1165140	Lactococcus Phage ASCC324	JQ740793		RefSeq	database
1165141	Lactococcus Phage ASCC337	JQ740794		RefSeq	database
1165142	Lactococcus Phage ASCC356	JQ740795		RefSeq	database
1165143	Lactococcus Phage ASCC358	JQ740796		RefSeq	database
1165144	Lactococcus Phage ASCC365	JQ740797		RefSeq	database
1165145	Lactococcus Phage ASCC368	JQ740798		RefSeq	database
1165146	Lactococcus Phage ASCC395	JQ740799		RefSeq	database
1165147	Lactococcus Phage ASCC397	JQ740800		RefSeq	database
1165148	Lactococcus Phage ASCC406	JQ740801		RefSeq	database
1165149	Lactococcus Phage ASCC454	JQ740802		RefSeq	database
1165150	Lactococcus Phage ASCC460	JQ740803		RefSeq	database
1165151	Lactococcus Phage ASCC465	JQ740804		RefSeq	database
1165152	Lactococcus Phage ASCC473	JQ740805		RefSeq	database
1165153	Lactococcus Phage ASCC476	JQ740806		RefSeq	database
1165154	Lactococcus Phage ASCC489	JQ740807		RefSeq	database
1165155	Lactococcus Phage ASCC497	JQ740808		RefSeq	database
1165156	Lactococcus Phage ASCC502	JQ740809		RefSeq	database
1165157	Lactococcus Phage ASCC506	JQ740810		RefSeq	database
1165158	Lactococcus Phage ASCC527	JQ740811		RefSeq	database
1165159	Lactococcus Phage ASCC531	JQ740812		RefSeq	database
1165160	Lactococcus Phage ASCC532	JQ740813		RefSeq	database
1165161	Lactococcus Phage ASCC544	JQ740814		RefSeq	database
1229751	Lactococcus phage BM13	NC_021861		RefSeq	database
1414741	Lactococcus phage SK1833	KF676640		RefSeq	database
1476886	Lactococcus phage P078	NC_024215		RefSeq	database
1476887	Lactococcus phage P092	NC_024203		RefSeq	database
1476888	Lactococcus phage P118	NC_024208		RefSeq	database
